4	0
6	0
7	0
9	7
11	19
13	72
14	235
16	420
18	676
20	837
21	974
23	1133
25	2224
27	4750
29	10620
30	18321
32	28756
34	34284
36	44247
37	45174
39	51702
41	50310
43	52796
44	46376
46	44536
48	36254
50	32488
52	25929
54	24952
56	23981
57	26777
59	27551
61	30975
63	30718
65	34550
67	33119
68	36608
70	36674
72	40493
74	41615
76	47322
78	48506
79	55311
81	55707
83	60395
85	59300
87	57767
89	53011
91	50708
92	43996
94	41698
96	36682
98	36261
100	33565
102	33874
103	31893
105	32783
107	30999
109	33089
111	31695
113	33213
114	32276
116	33319
118	32033
120	33059
122	29829
124	33555
126	30927
128	32704
130	31608
132	32795
134	31325
136	33533
138	32156
140	34563
142	33690
144	36514
146	37511
148	39668
150	40328
152	43759
154	43077
156	47836
158	47060
160	51643
162	51345
164	54093
166	52350
168	54078
170	51230
172	53493
174	50964
176	51958
178	49745
180	50070
182	47228
184	47355
186	44877
188	44536
190	42212
192	43031
194	40761
196	40705
198	38107
200	38425
202	35849
204	36629
206	34417
208	34647
210	33299
212	32797
214	31045
216	30582
218	29304
220	28530
222	27427
224	27566
226	26589
228	26683
230	25017
232	25273
234	24195
236	24358
238	23523
240	23520
242	23226
244	23309
246	22511
248	22270
250	21727
252	22643
254	21139
256	22070
258	21567
260	22443
262	21832
264	22629
266	21863
268	23758
270	23403
272	25256
274	25999
276	27187
278	27481
280	29928
282	29388
284	32524
286	31923
288	34021
290	33857
292	35808
294	34086
296	34807
298	33190
300	34482
302	32984
304	33205
306	31933
308	32025
310	30473
312	30871
314	29416
316	30488
318	29349
320	30937
322	30815
324	32614
326	32834
328	34967
330	36212
332	39947
334	42486
336	48238
338	53401
340	60898
342	69493
344	79051
347	91001
349	103077
351	116701
353	136163
355	151913
357	175464
359	187649
361	206798
363	218961
365	241803
367	252636
369	267614
371	276239
373	287077
375	285363
377	279749
379	276772
381	261466
383	255857
385	250490
388	231619
390	218998
392	193201
394	178072
396	154556
398	140447
400	121049
402	106666
404	91614
406	78863
408	67107
410	57497
412	48758
414	42763
416	36817
418	33053
420	29423
422	27994
424	24803
426	23393
428	22073
431	21381
433	21017
435	20401
437	20205
439	20399
441	19859
443	19387
445	19518
447	19209
449	19242
451	19452
453	19130
455	19648
457	18783
459	18742
461	18686
463	18711
465	18447
467	18218
469	18342
472	18332
474	18130
476	17677
478	17949
480	17120
482	17243
484	17176
486	17306
488	17392
490	16767
492	16421
494	16690
496	16381
498	16243
500	16530
502	16633
504	16983
506	17018
508	16432
510	14517
512	17361
515	16602
517	17329
519	17219
521	18112
523	17468
525	17953
527	17507
529	18393
531	17755
533	18936
535	18745
537	19121
539	18592
541	18936
543	18455
545	19331
547	18419
549	19061
551	18721
553	19438
556	18589
558	18811
560	18044
562	18546
564	17856
566	18186
568	18057
570	18307
572	17427
574	17625
576	16679
578	17432
580	16706
582	17305
584	16817
586	16843
588	16421
590	16420
592	15888
594	16470
596	16234
599	16271
601	16245
603	16443
605	16422
607	16219
609	16471
611	16483
613	16546
615	17028
617	16991
619	17872
621	17424
623	17838
625	17789
627	18776
629	18659
631	18960
633	19550
635	20331
637	20351
640	20399
642	19963
644	21138
646	21145
648	21714
650	21952
652	22483
654	21825
656	22015
658	21790
660	22147
662	21618
664	21535
666	21473
668	21106
670	20767
672	20227
674	19872
676	19498
678	18971
680	18750
682	18373
684	18515
686	17497
688	17398
690	16715
692	16588
694	16436
696	16172
698	16045
700	16229
702	15925
704	15425
706	15998
708	15373
710	15752
712	15652
714	15845
716	16227
718	15922
720	15847
722	15925
724	16395
726	16673
728	16292
730	16921
732	16982
734	17095
736	16616
738	17161
740	16677
742	17110
744	16766
746	16918
748	17289
750	16809
752	16307
754	16538
756	16040
758	16109
760	15384
762	15205
764	15042
766	14883
768	13776
770	13562
772	13237
774	12443
776	12079
778	11599
780	11212
782	10278
784	9810
786	9319
788	9180
790	8516
