4	0
6	1
7	0
9	2
11	17
13	674
14	1380
16	1644
18	1474
20	1280
21	1779
23	2187
25	2972
27	3269
29	3520
30	2879
32	2562
34	1995
36	2033
37	1742
39	1914
41	1890
43	2378
44	2856
46	4338
48	6221
50	10057
52	14662
54	21059
56	24917
57	27048
59	23468
61	20026
63	14630
65	12367
67	8856
68	7325
70	5414
72	4264
74	3431
76	3296
78	3073
79	3328
81	3387
83	3422
85	3295
87	3363
89	3116
91	3058
92	2712
94	2780
96	2829
98	3366
100	4057
102	5933
103	8133
105	11903
107	15416
109	21039
111	23646
113	26923
114	26909
116	25549
118	21110
120	17209
122	11974
124	9560
126	6347
128	4521
130	3227
132	2472
134	2072
136	1861
138	1717
140	1725
142	1444
144	1521
146	1480
148	1397
150	1308
152	1339
154	1260
156	1343
158	1275
160	1352
162	1314
164	1468
166	1386
168	1526
170	1604
172	1756
174	1784
176	1915
178	1973
180	2122
182	2298
184	2600
186	2890
188	3454
190	4180
192	5670
194	6999
196	8952
198	10660
200	12959
202	14807
204	17059
206	18017
208	19849
210	19754
212	19235
214	18094
216	16677
218	14874
220	12740
222	10730
224	9049
226	7071
228	5840
230	4369
232	3281
234	2679
236	2245
238	1815
240	1674
242	1522
244	1630
246	1525
248	1593
250	1691
252	1987
254	2137
256	2440
258	2711
260	3178
262	3330
264	3943
266	4139
268	4637
270	4820
272	4916
274	5149
276	5003
278	4804
280	4701
282	4186
284	4225
286	3660
288	3254
290	2909
292	2698
294	2220
296	2106
298	1855
300	1914
302	1680
304	1747
306	1744
308	1875
310	1980
312	2187
314	2428
316	2845
318	3271
320	3842
322	4218
324	4752
326	5064
328	5516
330	5537
332	5973
334	5910
336	5967
338	5954
340	5527
342	5100
344	4571
347	4014
349	3424
351	2797
353	2406
355	1877
357	1577
359	1195
361	874
363	658
365	494
367	355
369	253
371	195
373	137
375	92
377	76
379	58
381	57
383	46
385	46
388	28
390	56
392	41
394	31
396	41
398	40
400	40
402	29
404	36
406	33
408	32
410	35
412	34
414	29
416	39
418	37
420	35
422	29
424	38
426	43
428	19
431	32
433	31
435	23
437	28
439	31
441	25
443	32
445	27
447	23
449	23
451	18
453	27
455	34
457	23
459	23
461	22
463	20
465	19
467	16
469	23
472	35
474	17
476	16
478	17
480	18
482	16
484	18
486	22
488	25
490	22
492	15
494	17
496	17
498	14
500	18
502	16
504	11
506	11
508	12
510	10
512	11
515	14
517	16
519	10
521	11
523	7
525	16
527	8
529	13
531	8
533	6
535	12
537	9
539	13
541	18
543	13
545	16
547	10
549	10
551	12
553	16
556	15
558	9
560	7
562	11
564	3
566	6
568	16
570	5
572	8
574	7
576	5
578	5
580	7
582	4
584	8
586	5
588	4
590	4
592	3
594	3
596	6
599	5
601	1
603	1
605	4
607	4
609	3
611	2
613	3
615	5
617	4
619	7
621	4
623	3
625	4
627	3
629	5
631	6
633	6
635	2
637	4
640	2
642	3
644	5
646	2
648	1
650	0
652	5
654	4
656	1
658	4
660	2
662	3
664	2
666	0
668	2
670	0
672	3
674	3
676	3
678	1
680	4
682	0
684	2
686	1
688	1
690	1
692	1
694	5
696	0
698	3
700	1
702	3
704	2
706	2
708	3
710	1
712	2
714	1
716	1
718	0
720	2
722	1
724	2
726	0
728	1
730	0
732	1
734	1
736	1
738	0
740	0
742	0
744	1
746	2
748	1
750	0
752	0
754	1
756	0
758	2
760	3
762	1
764	0
766	0
768	1
770	2
772	3
774	1
776	2
778	2
780	2
782	1
784	0
786	0
788	3
790	1
792	1
794	0
796	0
798	3
800	0
802	0
804	1
806	3
808	0
810	0
812	0
814	0
816	2
818	0
820	1
822	0
824	0
826	3
828	0
830	1
832	0
834	2
836	2
838	3
840	1
842	0
844	0
846	1
848	0
850	2
852	1
854	0
856	0
858	0
860	0
862	0
864	3
866	1
868	0
870	0
872	0
874	3
876	1
878	3
880	1
882	1
884	0
886	2
888	1
890	0
892	1
894	0
896	2
898	4
900	0
902	0
904	0
906	1
908	0
910	0
912	0
914	2
916	1
918	1
920	0
922	0
924	1
926	1
928	0
930	0
932	0
934	0
936	0
938	1
940	1
942	0
944	1
946	2
948	2
950	0
952	0
954	2
956	0
958	1
960	2
962	1
964	1
966	1
968	0
970	1
972	0
974	1
976	0
978	2
980	0
982	1
984	1
986	0
988	0
990	0
992	1
994	0
996	0
998	0
1000	0
1002	1
1004	1
1006	0
1008	2
1010	1
1012	0
1014	1
1016	1
1018	1
1020	0
1022	0
1024	0
1026	0
1028	0
1030	2
1032	0
1034	1
1036	1
1038	0
1040	4
1042	1
1044	1
1046	0
1048	2
1050	0
1052	0
1054	1
1056	0
1058	0
1060	1
1062	1
1064	1
1066	1
1068	2
1070	1
1072	0
1074	0
1076	0
1078	0
1080	0
1082	2
1084	0
1086	1
1088	0
1090	0
1092	0
1094	0
1096	0
1098	0
1100	0
1102	2
1104	0
1106	1
1108	1
1110	0
1112	3
1114	2
1116	0
1118	1
1120	0
1122	0
1124	1
1126	0
1128	0
1130	1
1132	2
1134	0
1136	0
1138	1
1140	1
1142	0
1144	1
1146	0
1148	2
1150	0
1152	0
1154	0
1156	0
1158	0
1160	1
1162	0
1164	0
1166	0
1168	0
1170	0
1172	1
1174	1
1176	0
1178	1
1180	1
1182	1
1184	0
1186	0
1188	0
1190	0
1192	0
1194	2
1196	0
1198	0
1200	0
1202	0
1204	1
1206	0
1208	0
1210	0
1212	0
1214	1
1216	0
1218	0
1220	0
1222	2
1224	0
1226	0
1228	0
1230	1
1232	0
1234	1
1236	0
1238	0
1240	0
1242	0
1244	0
1246	2
1248	0
1250	0
1252	0
1254	0
1256	0
1258	0
1260	0
1262	1
1264	0
1266	1
1268	1
1270	1
1272	0
1274	0
1276	0
1278	1
1280	2
1282	1
1284	0
1286	3
1288	0
1290	0
1292	1
1294	3
1296	1
1298	0
1300	0
1302	1
1304	1
1306	0
1308	0
1310	1
1312	0
1314	0
1316	0
1318	0
1320	1
1322	0
1324	0
1326	0
1328	1
1330	0
1332	0
1334	1
1336	1
1338	1
1340	3
1342	3
1344	1
1346	2
1348	0
1350	0
1352	0
1354	1
1356	0
1358	0
1360	0
1362	1
1364	2
1366	0
1368	1
1370	1
1372	0
1374	0
1376	0
1378	2
1380	0
1382	0
1384	1
1386	0
1388	0
1390	1
1392	1
1394	0
1396	2
1398	0
1400	0
1402	0
1404	0
1406	0
1408	0
1410	1
1412	1
1414	2
1416	0
1418	0
1420	0
1422	0
1424	0
1426	0
1428	1
1430	1
1432	1
1434	0
1436	0
1438	0
1440	0
1442	0
1444	0
1446	1
1448	1
1450	0
1452	0
1454	0
1456	0
1458	0
1460	0
1462	1
1464	0
1466	0
1468	1
1470	0
1472	1
1474	3
1476	1
1478	0
1480	1
1482	0
1484	1
1486	0
1488	1
1490	0
1492	0
1494	0
1496	0
1498	1
1500	0
1502	0
1504	0
1506	0
1508	1
1510	0
1512	0
1514	0
1516	0
1518	0
1520	0
1522	0
1524	0
1526	2
1528	1
1530	0
1532	2
1534	0
1536	0
1538	0
1540	0
1542	1
1544	0
1546	0
1548	0
1550	0
1552	1
1554	0
1556	1
1558	1
1560	2
1562	1
1564	1
1566	0
1568	0
1570	0
1572	0
1574	1
1576	1
1578	0
1580	0
1582	0
1584	1
1586	0
1588	0
1590	0
1592	0
1594	0
1596	0
1598	0
1600	0
1602	0
1604	0
1606	0
1608	0
1610	2
1612	0
1614	0
1616	0
1618	0
1620	1
1622	0
1624	0
1626	1
1628	1
1630	3
1632	0
1634	0
1636	0
1638	0
1640	0
1642	0
1644	0
1646	0
1648	0
1650	0
1652	0
1654	0
1656	0
1658	1
1660	0
1662	1
1664	0
1666	0
1668	0
1670	0
1672	0
1674	0
1676	0
1678	0
1680	1
1682	0
1684	0
1686	1
1688	0
1690	0
1692	1
1694	0
1696	0
1698	1
1700	0
1702	0
1704	0
1706	1
1708	1
1710	0
1712	0
1714	0
1716	0
1718	0
1720	0
1722	1
1724	0
1726	0
1728	1
1730	0
1732	1
1734	0
1736	0
1738	0
1740	1
1742	0
1744	0
1746	0
1748	0
1750	0
1752	0
1754	0
1756	0
1758	1
1760	0
1762	0
1764	0
1766	0
1768	0
1770	0
1772	0
1774	0
1776	0
1778	0
1780	2
1782	1
1784	0
1786	0
1788	2
1790	0
1792	0
1794	1
1796	0
1798	0
1800	0
1802	0
1804	1
1806	0
1808	0
1810	0
1812	0
1814	0
1816	0
1818	0
1820	0
1822	0
1824	0
1826	0
1828	0
1830	0
1832	0
1834	0
1836	0
1838	0
1840	0
1842	0
1844	0
1846	0
1848	0
1850	0
1852	0
1854	0
1856	0
1858	0
1860	1
1862	1
1864	0
1866	0
1868	0
1870	1
1872	0
1874	0
1876	0
1878	0
1880	0
1882	0
1884	0
1886	0
1888	0
1890	0
1892	1
1894	0
1896	0
1898	0
1900	0
1902	0
1904	0
1906	0
1908	0
1910	0
1912	0
1914	1
1916	0
1918	0
1920	0
1922	0
1924	0
1926	0
1928	0
1930	0
1932	0
1934	0
1936	0
1938	0
1940	0
1942	0
1944	0
1946	0
1948	0
1950	0
1952	0
1954	0
1956	0
1958	0
1960	0
1962	0
1964	0
1966	0
1968	0
1970	0
1972	0
1974	1
1976	0
1978	1
1980	0
1982	0
1984	0
1986	0
1988	1
1990	0
1992	1
1994	0
1996	0
1998	0
2000	1
2002	0
2004	0
2006	1
2008	0
2010	1
2012	0
2014	0
2016	0
2018	0
2020	0
2022	0
2024	0
2026	0
2028	1
2030	1
2032	1
2034	0
2036	0
2038	1
2040	0
2042	0
2044	0
2046	0
